system   D            wsystem.c:583  maybe_parent_dir                 [   0.00052] Also searching C:\VS2012Projects\DungeonDinner\DungeonDinner\
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.22242] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.22246] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.22332] Glyph 193: 23x16 (24x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.22372] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.22377] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.22559] Glyph 211: 20x16 (20x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.22574] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.22576] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.22658] Glyph 196: 21x16 (24x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.22673] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.22674] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.22736] Glyph 198: 16x16 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.22752] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.22753] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.22825] Glyph 50: 20x16 (20x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.22891] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.22895] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.23080] Glyph 208: 18x16 (20x16)
font     D                ttf.c:217  alloc_glyph_region               [   6.23088] Glyph 215: 29x16 (32x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.23104] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.23109] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.23210] Glyph 206: 21x16 (24x16)
font     D                ttf.c:217  alloc_glyph_region               [   6.23216] Glyph 25: 4x8 (4x8)
font     D                ttf.c:406  cache_glyph                      [   6.23218] Glyph 224 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   6.23231] Glyph 44: 24x16 (24x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.23247] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.23251] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.23333] Glyph 207: 21x16 (24x16)
font     D                ttf.c:217  alloc_glyph_region               [   6.23340] Glyph 214: 23x16 (24x16)
font     D                ttf.c:217  alloc_glyph_region               [   6.23344] Glyph 197: 16x16 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.23415] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.23419] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.91336] removed dtor for object 00BDC808
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [  23.91348] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.91379] removed dtor for object 041B7078
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [  23.91388] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.91414] removed dtor for object 041BD058
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.91417] removed dtor for object 041BCE80
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.91422] removed dtor for object 00BEEFF8
d3d      I         d3d_disp.cpp:921  d3d_destroy_display              [  23.91425] destroying display 00BEF2C8 (current 00000000)
d3d      D         d3d_disp.cpp:905  d3d_destroy_display_internals    [  23.91427] waiting for display 00BEF2C8's thread to end
d3d      W         d3d_disp.cpp:617  d3d_destroy_device               [  23.92399] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1527 d3d_display_thread_proc          [  23.93636] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.94544] removed dtor for object 00BA57E0
